"date","ageSib","ethnicityCensus","geog","datacol"
"2019",3,0,38,80.88
"2019",3,0,39,119.92
"2019",3,1,3,375
"2019",3,1,5,367.65
"2019",3,1,6,138.89
"2019",3,1,8,562.5
"2019",3,1,13,583.33
"2019",3,1,14,296.88
"2019",3,1,17,305.08
"2019",3,1,18,70.59
"2019",3,1,23,388.89
"2019",3,1,24,272.73
"2019",3,1,27,367.71
"2019",3,1,29,464.79
"2019",3,1,31,337.9
"2019",3,1,32,312.78
"2019",3,1,33,314.29
"2019",3,1,34,250
"2019",3,1,37,1118.81
"2019",3,1,39,428.06
"2019",3,2,3,41.24
"2019",3,2,6,35.05
"2019",3,2,11,66.67
"2019",3,2,15,34.48
"2019",3,2,17,22.69
"2019",3,2,18,42.25
"2019",3,2,27,29.08
"2019",3,2,31,40.38
"2019",3,2,32,64.22
"2019",3,2,34,30.82
"2019",3,2,37,8.77
"2019",3,2,39,23.26
"2019",3,3,3,173.08
"2019",3,3,6,181.45
"2019",3,3,11,695.65
"2019",3,3,13,333.33
"2019",3,3,15,81.08
"2019",3,3,17,160.03
