"date","ageCensus","ethnicityCensus","geog","datacol"
2017,0,9,3,2.83392045342727
2017,0,9,4,2.23716755134369
2017,0,9,5,5.10952250022913
2017,0,9,6,4.27481637183817
2017,0,10,1,10.4748910699353
2017,0,10,2,5.69244531186468
2017,0,10,3,3.6984817834447
2017,0,10,4,2.17019754362256
2017,0,10,5,6.37692361745485
2017,0,10,6,6.16458120196217
2017,0,11,1,3.78949499916834
2017,0,11,2,3.12720530241182
2017,0,11,3,2.97379001225226
2017,0,11,4,1.56686926579002
2017,0,11,5,3.41187468866643
2017,0,11,6,3.91843842972208
2017,0,12,1,7.03100031959092
2017,0,12,2,6.50118203309693
2017,0,12,3,4.40981919741291
2017,0,12,4,6.09927483276182
2017,0,12,5,7.48787822991469
2017,0,12,6,6.05949320602277
2017,1,0,1,9.0472005376622
2017,1,0,2,5.50211772156909
2017,1,0,3,6.22769765138461
2017,1,0,4,3.53093491309977
2017,1,0,5,7.29590560099035
2017,1,0,6,8.20653602406472
2017,1,1,1,6.93160813308688
2017,1,1,2,6.02739726027397
2017,1,1,3,14.5083288554541
2017,1,1,4,10.4370515329419
2017,1,1,5,7.30411686586985
2017,1,1,6,25.0130276185513
2017,1,2,1,1.92122958693564
2017,1,2,3,1.05950909411972
2017,1,2,4,0.797223785406115
2017,1,2,5,2.05580029368576
2017,1,2,6,3.96825396825397
2017,1,3,1,11.2570356472795
2017,1,3,2,10
2017,1,3,3,4.10677618069815
2017,1,3,4,9.07441016333938
2017,1,3,5,10.7967237527923
2017,1,3,6,13.6239782016349
2017,1,4,1,5.23560209424084
2017,1,4,2,15.5038759689922
2017,1,4,3,8.73362445414847
2017,1,4,4,5.90667454223272
2017,1,4,5,13.0111524163569
2017,1,4,6,8.81834215167548
2017,1,5,1,7.54857072144537
2017,1,5,2,4.81632096689915
2017,1,5,3,6.13981874666814
2017,1,5,4,2.69997985089664
2017,1,5,5,5.73899527728514
2017,1,5,6,7.50344827586207
2017,1,7,1,NA
2017,1,7,2,NA
2017,1,7,3,NA
2017,1,7,4,NA
2017,1,7,5,NA
2017,1,7,6,NA
2017,1,8,1,26.9381040509973
2017,1,8,2,12.6671358198452
2017,1,8,3,11.0422535211268
2017,1,8,4,6.02478769795731
2017,1,8,5,12.0586323922305
2017,1,8,6,11.454753722795
2017,1,9,1,7.64574705320166
2017,1,9,2,4.32466094658179
2017,1,9,3,4.44973677613437
2017,1,9,4,2.63897901795371
2017,1,9,5,5.90213437650127
2017,1,9,6,5.76413771615516
2017,1,10,1,19.4805194805195
2017,1,10,2,13.1740196078431
2017,1,10,3,7.6442948313346
